iter	Passed	Remaining
163	2465	5050
164	2490	5056
165	2515	5062
166	2545	5074
167	2563	5065
168	2577	5049
169	2605	5057
170	2628	5056
171	2641	5037
172	2652	5013
173	2663	4990
174	2675	4968
175	2686	4945
176	2697	4923
177	2710	4902
178	2722	4881
179	2732	4858
180	2743	4835
181	2755	4814
182	2767	4793
183	2778	4772
184	2789	4750
185	2801	4729
186	2813	4709
187	2825	4689
188	2837	4668
189	2848	4647
190	2859	4625
191	2871	4606
192	2890	4597
193	2913	4595
194	2936	4593
195	2960	4591
196	2974	4575
197	2986	4555
198	2998	4536
199	3010	4516
200	3031	4508
201	3056	4509
202	3075	4499
203	3104	4504
204	3121	4491
205	3132	4470
206	3143	4450
207	3156	4430
208	3168	4410
209	3180	4391
210	3194	4375
211	3210	4361
212	3231	4353
213	3243	4334
214	3255	4314
215	3266	4294
216	3277	4274
217	3301	4270
218	3327	4269
219	3341	4253
220	3360	4242
221	3388	4242
222	3404	4228
223	3415	4208
224	3427	4189
225	3439	4170
226	3451	4151
227	3464	4132
228	3489	4129
229	3515	4126
230	3530	4110
231	3541	4091
232	3553	4072
233	3565	4052
234	3576	4033
235	3588	4014
236	3600	3995
237	3612	3977
238	3623	3957
239	3635	3938
240	3647	3919
241	3659	3901
242	3670	3882
243	3694	3876
244	3720	3872
245	3735	3857
246	3746	3837
247	3758	3818
248	3770	3801
249	3783	3783
250	3808	3777
251	3835	3774
252	3855	3764
253	3866	3745
254	3879	3726
255	3890	3708
256	3901	3689
257	3913	3671
258	3925	3652
259	3946	3642
260	3972	3637
261	3998	3632
262	4021	3623
263	4033	3605
264	4044	3586
265	4056	3568
266	4067	3549
267	4079	3531
268	4091	3513
269	4102	3494
270	4114	3476
271	4126	3458
272	4137	3440
273	4149	3422
274	4160	3403
275	4172	3386
276	4183	3368
277	4194	3349
278	4206	3332
279	4217	3313
280	4246	3309
281	4266	3298
282	4280	3282
283	4296	3267
284	4324	3262
285	4344	3250
286	4356	3233
287	4367	3215
288	4381	3199
289	4410	3193
290	4431	3182
291	4443	3164
292	4468	3156
293	4489	3146
294	4516	3138
295	4544	3132
296	4563	3118
297	4589	3111
298	4618	3104
299	4631	3087
300	4643	3070
301	4655	3052
302	4667	3034
303	4678	3016
304	4690	2998
305	4701	2980
306	4712	2962
307	4725	2945
308	4736	2927
309	4748	2910
310	4760	2893
311	4771	2875
312	4783	2857
313	4796	2840
314	4823	2832
315	4845	2821
316	4860	2805
317	4887	2797
318	4907	2784
319	4918	2766
320	4929	2748
321	4940	2730
322	4951	2713
323	4962	2695
324	4973	2678
325	4985	2660
326	4997	2643
327	5008	2626
328	5018	2608
329	5030	2591
330	5041	2574
331	5052	2556
332	5065	2540
333	5078	2523
334	5091	2507
335	5102	2490
336	5114	2473
337	5125	2456
338	5136	2439
339	5148	2422
340	5159	2405
341	5170	2388
342	5181	2371
343	5193	2355
344	5205	2338
345	5216	2321
346	5229	2305
347	5240	2288
348	5251	2272
349	5263	2255
350	5274	2239
351	5289	2223
352	5310	2211
353	5323	2195
354	5334	2179
355	5359	2167
356	5388	2158
357	5406	2144
358	5418	2128
359	5428	2111
360	5439	2094
361	5451	2078
362	5463	2061
363	5474	2045
364	5500	2034
365	5524	2022
366	5538	2007
367	5549	1990
368	5561	1974
369	5571	1957
370	5584	1941
371	5595	1925
372	5607	1909
373	5630	1896
374	5655	1885
375	5670	1870
376	5681	1853
377	5693	1837
378	5705	1821
379	5716	1805
380	5726	1788
381	5737	1772
382	5749	1756
383	5761	1740
384	5773	1724
385	5790	1710
386	5801	1693
387	5816	1678
388	5827	1662
389	5838	1646
390	5849	1630
391	5861	1614
392	5872	1598
393	5884	1583
394	5895	1567
395	5907	1551
396	5919	1535
397	5931	1520
398	5943	1504
399	5954	1488
400	5965	1472
401	5976	1457
402	5987	1441
403	5999	1425
404	6010	1409
405	6022	1394
406	6034	1378
407	6045	1363
408	6056	1347
409	6067	1331
410	6079	1316
411	6092	1301
412	6103	1285
413	6114	1270
414	6125	1254
415	6146	1241
416	6172	1228
417	6193	1214
418	6204	1199
419	6222	1185
420	6248	1172
421	6271	1159
422	6299	1146
423	6314	1131
424	6325	1116
425	6336	1100
426	6347	1085
427	6368	1071
428	6396	1058
429	6411	1043
430	6423	1028
431	6433	1012
432	6446	997
433	6457	981
434	6476	967
435	6490	952
436	6509	938
437	6521	923
438	6532	907
439	6543	892
440	6555	877
441	6567	861
442	6579	846
443	6590	831
444	6602	816
445	6614	800
446	6625	785
447	6637	770
448	6648	755
449	6659	739
450	6672	724
451	6684	709
452	6696	694
453	6707	679
454	6718	664
455	6730	649
456	6748	634
457	6772	621
458	6788	606
459	6800	591
460	6810	576
461	6820	560
462	6830	545
463	6840	530
464	6851	515
465	6863	500
466	6877	485
467	6894	471
468	6918	457
469	6931	442
470	6942	427
471	6953	412
472	6964	397
473	6975	382
474	6986	367
475	6998	352
476	7009	338
477	7020	323
478	7031	308
479	7043	293
480	7055	278
481	7066	263
482	7077	249
483	7090	234
484	7101	219
485	7112	204
486	7124	190
487	7135	175
488	7147	160
489	7159	146
490	7171	131
491	7183	116
492	7194	102
493	7207	87
494	7221	72
495	7238	58
496	7251	43
497	7261	29
498	7273	14
499	7284	0
