iter	RMSE
0	14.15696048
1	14.02292548
2	13.89050704
3	13.75879256
4	13.62902415
5	13.50083848
6	13.37437933
7	13.24890471
8	13.12517115
9	13.00188484
10	12.88088835
11	12.75952264
12	12.64040448
13	12.5213735
14	12.40477181
15	12.28869691
16	12.1732785
17	12.05945277
18	11.94807992
19	11.83805961
20	11.72962644
21	11.62177851
22	11.51505885
23	11.40839754
24	11.30175085
25	11.1970898
26	11.09344897
27	10.99088476
28	10.89286629
29	10.79374687
30	10.69597731
31	10.59769812
32	10.50217158
33	10.40775898
34	10.31373425
35	10.21993026
36	10.12672997
37	10.03376066
38	9.943113479
39	9.854331333
40	9.76400103
41	9.67519223
42	9.589648987
43	9.503298615
44	9.418982007
45	9.334830558
46	9.251864889
47	9.168979668
48	9.087228043
49	9.006232188
50	8.927783018
51	8.84851916
52	8.769713375
53	8.691980317
54	8.614739396
55	8.540274847
56	8.465115371
57	8.391397754
58	8.317096617
59	8.244720642
60	8.172860798
61	8.101374285
62	8.030224204
63	7.961029907
64	7.890516692
65	7.82124262
66	7.752814304
67	7.685703727
68	7.620375893
69	7.554922667
70	7.490954171
71	7.426964905
72	7.363392256
73	7.300123933
74	7.238279493
75	7.176422972
76	7.116641795
77	7.056012913
78	6.995798141
79	6.936743606
80	6.877994047
81	6.820794244
82	6.763614953
83	6.706038526
84	6.650044334
85	6.595508167
86	6.54072801
87	6.48749527
88	6.434720636
89	6.382147451
90	6.329855433
91	6.278590295
92	6.227723155
93	6.177837882
94	6.128002465
95	6.079155446
96	6.030467528
97	5.982066279
98	5.93396672
99	5.887596157
100	5.840928045
101	5.794388744
102	5.749489391
103	5.705577394
104	5.661978477
105	5.617626799
106	5.57414587
107	5.531202078
108	5.488519779
109	5.445374889
110	5.403965345
111	5.363379631
112	5.323083383
113	5.283494161
114	5.24421614
115	5.205852035
116	5.166839053
117	5.128791195
118	5.090845091
119	5.054921011
120	5.018086561
121	4.982164866
122	4.946559968
123	4.911162162
124	4.876179071
125	4.8423801
126	4.808063671
127	4.774830401
128	4.741940427
129	4.708104649
130	4.674223625
131	4.641758604
132	4.610439507
133	4.579077185
134	4.547914735
135	4.51776979
136	4.487766809
137	4.45832587
138	4.426553106
139	4.397949968
140	4.369660759
141	4.340962802
142	4.313064788
143	4.284835992
144	4.25726629
145	4.229966273
146	4.203697267
147	4.177417281
148	4.152032745
149	4.126241588
150	4.101107136
151	4.076297509
152	4.052170918
153	4.027954307
154	4.003188719
155	3.979844666
156	3.956286375
157	3.931774674
158	3.908907219
159	3.884804084
160	3.86086312
161	3.838555256
162	3.817161905
163	3.795201474
164	3.774149728
165	3.752830234
166	3.732716384
167	3.712749211
168	3.692403174
169	3.673152772
170	3.654007605
171	3.634990128
172	3.616600295
173	3.597947328
174	3.577786848
175	3.559488457
176	3.542000049
177	3.524968196
178	3.505957773
179	3.487840628
180	3.471398426
181	3.453954961
182	3.437372743
183	3.421017785
184	3.404963705
185	3.387682134
186	3.371916622
187	3.355021942
188	3.340373288
189	3.325512218
190	3.311105855
191	3.296078994
192	3.281687276
193	3.267595511
194	3.253421627
195	3.239257844
196	3.225307183
197	3.211743337
198	3.198659569
199	3.185063147
200	3.170457659
201	3.15648172
202	3.143498018
203	3.129734039
204	3.117797437
205	3.103880324
206	3.092001112
207	3.080101388
208	3.06880585
209	3.057879662
210	3.046855291
211	3.035510153
212	3.023374614
213	3.011422668
214	3.001065489
215	2.99046232
216	2.978920762
217	2.968848932
218	2.958886136
219	2.949252219
220	2.939346984
221	2.930501153
222	2.921379035
223	2.912457102
224	2.903710222
225	2.893163888
226	2.884818355
227	2.874576499
228	2.864801377
229	2.856092998
230	2.848100587
231	2.838441569
232	2.830504671
233	2.821066087
234	2.813473249
235	2.805535426
236	2.796764634
237	2.788649864
238	2.780836958
239	2.773842936
240	2.764942605
241	2.756611034
242	2.749774313
243	2.741564428
244	2.7347223
245	2.726770367
246	2.72056205
247	2.7145004
248	2.706894629
249	2.699457353
250	2.691890939
251	2.686101321
252	2.67995446
253	2.672836719
254	2.667542615
255	2.66097365
256	2.655366708
257	2.649845131
258	2.642969315
259	2.636794442
260	2.631588532
261	2.626764884
262	2.621856722
263	2.617319187
264	2.611188223
265	2.605117631
266	2.60059298
267	2.595505779
268	2.589579111
269	2.585474266
270	2.580245602
271	2.575899207
272	2.571631917
273	2.565879153
274	2.561599837
275	2.556482355
276	2.552294958
277	2.547306512
278	2.542909096
279	2.538659275
280	2.533571434
281	2.529796504
282	2.525962921
283	2.522423071
284	2.518888103
285	2.514047158
286	2.509864612
287	2.506213379
288	2.502837117
289	2.498649538
290	2.49518974
