iter	Passed	Remaining
214	3000	3977
215	3012	3960
216	3034	3957
217	3056	3953
218	3068	3937
219	3079	3919
220	3090	3902
221	3102	3884
222	3113	3867
223	3124	3849
224	3135	3832
225	3147	3816
226	3159	3800
227	3171	3783
228	3183	3767
229	3195	3751
230	3206	3734
231	3218	3718
232	3229	3700
233	3244	3688
234	3272	3689
235	3294	3685
236	3306	3669
237	3318	3652
238	3329	3636
239	3340	3619
240	3352	3603
241	3371	3594
242	3396	3591
243	3414	3582
244	3425	3565
245	3437	3548
246	3454	3538
247	3479	3535
248	3504	3532
249	3528	3528
250	3553	3525
251	3579	3523
252	3604	3518
253	3619	3505
254	3631	3488
255	3642	3472
256	3654	3455
257	3665	3438
258	3677	3421
259	3688	3405
260	3699	3387
261	3710	3370
262	3721	3353
263	3733	3337
264	3744	3321
265	3756	3304
266	3767	3287
267	3779	3271
268	3790	3255
269	3801	3238
270	3812	3221
271	3824	3205
272	3846	3198
273	3873	3194
274	3884	3178
275	3896	3162
276	3907	3145
277	3919	3130
278	3931	3114
279	3943	3098
280	3954	3082
281	3966	3066
282	3977	3049
283	3992	3036
284	4020	3032
285	4039	3022
286	4051	3006
287	4062	2990
288	4073	2974
289	4084	2958
290	4096	2942
291	4107	2925
292	4119	2910
293	4131	2894
294	4142	2878
295	4152	2862
296	4165	2847
297	4183	2836
298	4197	2821
299	4209	2806
300	4219	2789
301	4231	2774
302	4242	2758
303	4254	2743
304	4266	2727
305	4277	2712
306	4290	2697
307	4301	2681
308	4321	2671
309	4337	2658
310	4348	2642
311	4360	2627
312	4371	2611
313	4383	2596
314	4397	2582
315	4414	2570
316	4426	2555
317	4437	2539
318	4449	2524
319	4461	2509
320	4473	2494
321	4485	2479
322	4496	2463
323	4507	2448
324	4518	2433
325	4530	2418
326	4542	2403
327	4552	2387
328	4567	2373
329	4584	2361
330	4601	2349
331	4622	2338
332	4637	2325
333	4649	2310
334	4663	2297
335	4676	2282
336	4686	2266
337	4697	2251
338	4708	2236
339	4724	2223
340	4740	2210
341	4761	2199
342	4779	2187
343	4797	2175
344	4820	2165
345	4838	2153
346	4850	2138
347	4872	2128
348	4896	2118
349	4925	2110
350	4950	2101
351	4967	2088
352	4985	2076
353	5013	2067
354	5038	2058
355	5054	2044
356	5066	2029
357	5079	2014
358	5097	2001
359	5125	1993
360	5151	1983
361	5169	1970
362	5187	1957
363	5210	1946
364	5225	1932
365	5235	1916
366	5248	1902
367	5258	1886
368	5267	1870
369	5277	1854
370	5288	1838
371	5300	1823
372	5311	1808
373	5322	1793
374	5334	1778
375	5347	1763
376	5371	1752
377	5386	1738
378	5397	1723
379	5409	1708
380	5420	1692
381	5432	1678
382	5443	1662
383	5453	1647
384	5464	1632
385	5478	1618
386	5498	1605
387	5510	1590
388	5519	1575
389	5529	1559
390	5540	1544
391	5550	1529
392	5559	1513
393	5571	1499
394	5581	1483
395	5592	1468
396	5603	1453
397	5617	1439
398	5639	1427
399	5661	1415
400	5689	1404
401	5717	1393
402	5743	1382
403	5773	1371
404	5800	1360
405	5826	1349
406	5844	1335
407	5855	1320
408	5866	1305
409	5877	1290
410	5894	1276
411	5919	1264
412	5943	1251
413	5959	1238
414	5971	1223
415	5993	1210
416	6019	1198
417	6041	1185
418	6059	1171
419	6076	1157
420	6089	1142
421	6100	1127
422	6111	1112
423	6136	1100
424	6159	1086
425	6181	1073
426	6197	1059
427	6213	1045
428	6228	1030
429	6241	1016
430	6259	1002
431	6273	987
432	6289	973
433	6300	958
434	6314	943
435	6328	928
436	6341	914
437	6362	900
438	6388	887
439	6408	873
440	6424	859
441	6438	844
442	6454	830
443	6478	817
444	6500	803
445	6516	788
446	6526	773
447	6541	759
448	6553	744
449	6565	729
450	6576	714
451	6588	699
452	6599	684
453	6610	669
454	6622	654
455	6632	639
456	6646	625
457	6658	610
458	6671	595
459	6689	581
460	6705	567
461	6716	552
462	6727	537
463	6737	522
464	6750	508
465	6762	493
466	6773	478
467	6784	463
468	6795	449
469	6809	434
470	6823	420
471	6835	405
472	6845	390
473	6858	376
474	6869	361
475	6879	346
476	6894	332
477	6911	318
478	6924	303
479	6936	289
480	6953	274
481	6968	260
482	6988	245
483	7014	231
484	7034	217
485	7051	203
486	7066	188
487	7083	174
488	7094	159
489	7116	145
490	7141	130
491	7167	116
492	7190	102
493	7210	87
494	7234	73
495	7259	58
496	7285	43
497	7312	29
498	7336	14
499	7350	0
