iter	Passed	Remaining
241	4159	4434
242	4184	4425
243	4204	4411
244	4215	4387
245	4239	4376
246	4262	4366
247	4286	4355
248	4307	4341
249	4323	4323
250	4346	4311
251	4364	4295
252	4388	4284
253	4413	4274
254	4439	4265
255	4461	4252
256	4481	4237
257	4495	4216
258	4507	4194
259	4519	4171
260	4532	4150
261	4554	4136
262	4572	4120
263	4597	4109
264	4621	4098
265	4647	4087
266	4661	4068
267	4684	4054
268	4704	4040
269	4728	4027
270	4752	4016
271	4772	4000
272	4796	3988
273	4820	3976
274	4844	3963
275	4864	3948
276	4876	3925
277	4887	3902
278	4904	3885
279	4919	3865
280	4948	3856
281	4964	3837
282	4975	3815
283	4986	3792
284	4997	3770
285	5009	3748
286	5021	3726
287	5033	3705
288	5055	3690
289	5075	3675
290	5087	3654
291	5098	3632
292	5110	3610
293	5125	3591
294	5138	3570
295	5150	3549
296	5161	3527
297	5175	3508
298	5187	3486
299	5204	3469
300	5222	3452
301	5243	3437
302	5272	3427
303	5286	3408
304	5306	3392
305	5335	3382
306	5360	3369
307	5380	3353
308	5406	3341
309	5428	3327
310	5454	3314
311	5468	3295
312	5486	3277
313	5500	3258
314	5517	3240
315	5530	3220
316	5541	3199
317	5554	3178
318	5565	3158
319	5583	3140
320	5609	3127
321	5629	3111
322	5651	3096
323	5663	3076
324	5689	3063
325	5713	3049
326	5735	3034
327	5760	3020
328	5782	3005
329	5804	2990
330	5826	2974
331	5847	2958
332	5873	2945
333	5893	2929
334	5905	2908
335	5915	2887
336	5926	2866
337	5937	2845
338	5948	2825
339	5963	2806
340	5981	2788
341	5997	2770
342	6008	2750
343	6018	2729
344	6030	2709
345	6042	2689
346	6054	2669
347	6073	2652
348	6097	2638
349	6123	2624
350	6148	2610
351	6163	2591
352	6174	2571
353	6199	2557
354	6221	2541
355	6242	2524
356	6265	2509
357	6289	2494
358	6311	2478
359	6335	2463
360	6358	2448
361	6378	2431
362	6396	2414
363	6419	2398
364	6435	2380
365	6446	2360
366	6457	2340
367	6468	2320
368	6488	2303
369	6510	2287
370	6533	2271
371	6545	2252
372	6557	2232
373	6569	2213
374	6591	2197
375	6610	2179
376	6623	2161
377	6633	2141
378	6647	2122
379	6667	2105
380	6691	2089
381	6705	2071
382	6716	2051
383	6728	2032
384	6745	2014
385	6771	1999
386	6793	1983
387	6811	1966
388	6822	1946
389	6834	1927
390	6854	1910
391	6876	1894
392	6894	1877
393	6906	1858
394	6917	1838
395	6931	1820
396	6949	1802
397	6972	1786
398	6994	1770
399	7009	1752
400	7024	1734
401	7039	1715
402	7050	1696
403	7069	1679
404	7094	1664
405	7123	1649
406	7150	1633
407	7165	1615
408	7176	1596
409	7194	1579
410	7222	1563
411	7237	1545
412	7263	1530
413	7284	1513
414	7309	1497
415	7331	1480
416	7352	1463
417	7374	1446
418	7400	1430
419	7424	1414
420	7441	1396
421	7452	1377
422	7463	1358
423	7475	1340
424	7486	1321
425	7501	1302
426	7512	1284
427	7523	1265
428	7533	1246
429	7545	1228
430	7556	1209
431	7577	1192
432	7593	1174
433	7604	1156
434	7614	1137
435	7626	1119
436	7637	1100
437	7648	1082
438	7659	1064
439	7670	1045
440	7681	1027
441	7696	1009
442	7717	993
443	7745	976
444	7761	959
445	7784	942
446	7808	925
447	7823	908
448	7847	891
449	7876	875
450	7900	858
451	7917	840
452	7928	822
453	7940	804
454	7952	786
455	7973	769
456	7996	752
457	8013	734
458	8029	717
459	8042	699
460	8059	681
461	8082	664
462	8105	647
463	8123	630
464	8150	613
465	8172	596
466	8195	579
467	8211	561
468	8223	543
469	8234	525
470	8254	508
471	8275	490
472	8288	473
473	8298	455
474	8310	437
475	8320	419
476	8339	402
477	8353	384
478	8365	366
479	8377	349
480	8389	331
481	8403	313
482	8420	296
483	8435	278
484	8446	261
485	8470	244
486	8485	226
487	8505	209
488	8532	191
489	8546	174
490	8556	156
491	8568	139
492	8580	121
493	8590	104
494	8603	86
495	8614	69
496	8636	52
497	8659	34
498	8677	17
499	8689	0
