iter	Passed	Remaining
335	5155	2516
336	5180	2505
337	5195	2490
338	5216	2477
339	5240	2466
340	5262	2453
341	5278	2438
342	5293	2422
343	5305	2405
344	5316	2388
345	5332	2373
346	5342	2355
347	5354	2338
348	5365	2321
349	5375	2303
350	5387	2286
351	5403	2271
352	5420	2257
353	5436	2242
354	5448	2225
355	5469	2212
356	5490	2199
357	5505	2183
358	5516	2166
359	5528	2149
360	5549	2136
361	5562	2120
362	5573	2103
363	5585	2086
364	5601	2071
365	5613	2055
366	5630	2040
367	5648	2026
368	5667	2012
369	5690	1999
370	5714	1987
371	5736	1974
372	5749	1957
373	5761	1941
374	5791	1930
375	5810	1916
376	5822	1899
377	5835	1883
378	5847	1866
379	5867	1852
380	5891	1840
381	5917	1827
382	5944	1815
383	5968	1803
384	5989	1789
385	6002	1772
386	6022	1758
387	6048	1745
388	6075	1733
389	6104	1721
390	6124	1707
391	6151	1694
392	6182	1683
393	6208	1670
394	6222	1654
395	6235	1637
396	6263	1625
397	6287	1611
398	6299	1594
399	6310	1577
400	6323	1561
401	6337	1544
402	6350	1528
403	6361	1511
404	6373	1495
405	6385	1478
406	6395	1461
407	6406	1444
408	6419	1428
409	6437	1413
410	6461	1399
411	6477	1383
412	6488	1366
413	6506	1351
414	6533	1338
415	6548	1322
416	6561	1306
417	6579	1290
418	6598	1275
419	6628	1262
420	6654	1248
421	6668	1232
422	6680	1216
423	6702	1201
424	6728	1187
425	6753	1173
426	6777	1158
427	6790	1142
428	6802	1125
429	6814	1109
430	6837	1094
431	6861	1080
432	6884	1065
433	6911	1051
434	6931	1035
435	6941	1018
436	6953	1002
437	6975	987
438	7002	973
439	7029	958
440	7042	942
441	7053	925
442	7075	910
443	7101	895
444	7124	880
445	7152	866
446	7178	851
447	7204	836
448	7219	820
449	7230	803
450	7241	786
451	7254	770
452	7272	754
453	7298	739
454	7323	724
455	7349	709
456	7362	692
457	7374	676
458	7385	659
459	7397	643
460	7408	626
461	7420	610
462	7438	594
463	7463	579
464	7491	563
465	7517	548
466	7547	533
467	7569	517
468	7588	501
469	7599	485
470	7611	468
471	7638	453
472	7665	437
473	7687	421
474	7711	405
475	7731	389
476	7753	373
477	7773	357
478	7793	341
479	7809	325
480	7821	308
481	7847	293
482	7866	276
483	7886	260
484	7904	244
485	7918	228
486	7930	211
487	7949	195
488	7974	179
489	7989	163
490	8001	146
491	8013	130
492	8025	113
493	8037	97
494	8049	81
495	8060	65
496	8071	48
497	8083	32
498	8094	16
499	8106	0
