iter	Passed	Remaining
1662	58446	8329
1663	58480	8294
1664	58513	8258
1665	58547	8223
1666	58580	8187
1667	58613	8152
1668	58651	8117
1669	58691	8083
1670	58729	8048
1671	58762	8013
1672	58799	7978
1673	58832	7942
1674	58869	7907
1675	58905	7872
1676	58938	7837
1677	58976	7802
1678	59010	7767
1679	59046	7732
1680	59082	7697
1681	59118	7662
1682	59153	7627
1683	59189	7592
1684	59226	7557
1685	59261	7521
1686	59297	7486
1687	59332	7451
1688	59367	7416
1689	59402	7381
1690	59437	7346
1691	59471	7310
1692	59506	7275
1693	59540	7240
1694	59574	7205
1695	59606	7169
1696	59641	7134
1697	59674	7099
1698	59709	7063
1699	59744	7028
1700	59778	6993
1701	59813	6958
1702	59849	6923
1703	59884	6888
1704	59917	6852
1705	59952	6817
1706	59988	6782
1707	60022	6747
1708	60058	6712
1709	60092	6676
1710	60128	6641
1711	60162	6606
1712	60199	6571
1713	60232	6536
1714	60272	6501
1715	60306	6466
1716	60341	6431
1717	60378	6396
1718	60417	6361
1719	60458	6327
1720	60495	6292
1721	60530	6256
1722	60566	6221
1723	60602	6186
1724	60638	6151
1725	60672	6116
1726	60707	6081
1727	60740	6045
1728	60776	6010
1729	60811	5975
1730	60846	5940
1731	60883	5905
1732	60918	5870
1733	60953	5835
1734	60985	5799
1735	61028	5765
1736	61090	5732
1737	61131	5698
1738	61165	5662
1739	61198	5627
1740	61231	5592
1741	61263	5556
1742	61296	5521
1743	61330	5485
1744	61363	5450
1745	61398	5415
1746	61432	5380
1747	61466	5344
1748	61500	5309
1749	61532	5274
1750	61566	5238
1751	61598	5203
1752	61630	5168
1753	61666	5133
1754	61705	5098
1755	61739	5062
1756	61774	5027
1757	61806	4992
1758	61840	4957
1759	61872	4921
1760	61906	4886
1761	61938	4850
1762	61972	4815
1763	62008	4780
1764	62041	4745
1765	62075	4710
1766	62108	4674
1767	62140	4639
1768	62175	4604
1769	62210	4569
1770	62244	4533
1771	62279	4498
1772	62313	4463
1773	62346	4428
1774	62380	4392
1775	62414	4357
1776	62448	4322
1777	62482	4287
1778	62516	4252
1779	62550	4216
1780	62586	4181
1781	62619	4146
1782	62653	4111
1783	62686	4076
1784	62722	4040
1785	62755	4005
1786	62788	3970
1787	62824	3935
1788	62860	3900
1789	62900	3865
1790	62936	3830
1791	62969	3795
1792	63004	3759
1793	63039	3724
1794	63093	3690
1795	63128	3655
1796	63165	3620
1797	63199	3585
1798	63232	3550
1799	63266	3514
1800	63301	3479
1801	63333	3444
1802	63367	3409
1803	63400	3373
1804	63433	3338
1805	63465	3303
1806	63503	3268
1807	63537	3233
1808	63570	3197
1809	63603	3162
1810	63637	3127
1811	63669	3092
1812	63701	3056
1813	63734	3021
1814	63767	2986
1815	63803	2951
1816	63837	2916
1817	63872	2880
1818	63906	2845
1819	63939	2810
1820	63971	2775
1821	64004	2740
1822	64038	2704
1823	64071	2669
1824	64106	2634
1825	64139	2599
1826	64171	2564
1827	64205	2528
1828	64239	2493
1829	64275	2458
1830	64309	2423
1831	64344	2388
1832	64386	2353
1833	64419	2318
1834	64452	2283
1835	64487	2247
1836	64520	2212
1837	64554	2177
1838	64589	2142
1839	64622	2107
1840	64655	2072
1841	64690	2036
1842	64724	2001
1843	64757	1966
1844	64792	1931
1845	64826	1896
1846	64858	1861
1847	64892	1825
1848	64926	1790
1849	64959	1755
1850	64993	1720
1851	65028	1685
1852	65063	1650
1853	65098	1615
1854	65133	1580
1855	65167	1544
1856	65200	1509
1857	65234	1474
1858	65268	1439
1859	65304	1404
1860	65336	1369
1861	65368	1334
1862	65403	1298
1863	65438	1263
1864	65474	1228
1865	65509	1193
1866	65545	1158
1867	65586	1123
1868	65628	1088
1869	65669	1053
1870	65709	1018
1871	65749	983
1872	65789	948
1873	65826	913
1874	65867	878
1875	65905	843
1876	65946	808
1877	65985	772
1878	66027	737
1879	66067	702
1880	66107	667
1881	66147	632
1882	66191	597
1883	66228	562
1884	66264	527
1885	66296	492
1886	66329	456
1887	66365	421
1888	66399	386
1889	66433	351
1890	66468	316
1891	66501	281
1892	66535	246
1893	66570	210
1894	66603	175
1895	66637	140
1896	66673	105
1897	66706	70
1898	66739	35
1899	66774	0
